"id","name","type","combination_number","created_by","updated_by","deleted_by","created_at","updated_at","deleted_at"
"794","Tengkorak","4D","0766-2766","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"795","Kartu Perkawinan","4D","0767-2767","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"796","Batu Besar","4D","0768-2768","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"797","Saripati Sayuran (Sayuran)","4D","0769-2769","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"798","Lambung","4D","0770-2770","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"799","Batu Bata","4D","0771-2771","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"800","Rak Kaset","4D","0772-2772","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"801","Kuda Bambu","4D","0773-2773","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"802","Lidah","4D","0774-2774","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"803","Bola Sepak","4D","0775-2775","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"804","Kurungan Ayam","4D","0776-2776","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"805","Buku Ramalan","4D","0777-2777","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"806","Sampul","4D","0778-2778","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"807","Kamera Baru","4D","0779-2779","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"808","Hanger","4D","0780-2780","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"809","Beras","4D","0781-2781","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"810","Intan Imitasi","4D","0782-2782","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"811","Kantong Pistol","4D","0783-2783","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"812","Kuda Kayu","4D","0784-2784","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"813","Gigi Perak","4D","0785-2785","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"814","Syal","4D","0786-2786","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"815","Lampu Minyak","4D","0787-2787","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"816","Bola Takraw","4D","0788-2788","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"817","Baju Cina","4D","0789-2789","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"818","Parasut","4D","0790-2790","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"819","Asam (Buah Cempa)","4D","0791-2791","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"820","Bordir (Jahitan)","4D","0792-2792","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"821","Kursi Ganjil","4D","0793-2793","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"822","Surat Cinta","4D","0796-2796","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"823","Roller Skate","4D","0797-2797","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"824","Lumpang (Lesung)","4D","0798-2798","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"825","Shampo","4D","0799-2799","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"826","Mie Kwanlow","4D","0800-2800","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"827","Bahan Kimia","4D","0801-2801","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"828","Lampu Listrik","4D","0802-2802","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"829","Handuk","4D","0803-2803","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"830","Lemari Besi","4D","0804-2804","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"831","Borgol","4D","0805-2805","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"832","Batu Permata","4D","0806-2806","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"833","Pulpen","4D","0807-2807","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"834","Kapal Layar","4D","0808-2808","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"835","Mesin Cetak Foto","4D","0809-2809","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"836","Obat Naftalin","4D","0810-2810","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"837","Sari Buah","4D","0811-2811","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"838","Pot Bunga","4D","0814-2814","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"839","Kaset Tape","4D","0815-2815","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"840","Anglo","4D","0816-2816","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"841","Pencukur","4D","0817-2817","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"842","Rol Film","4D","0818-2818","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"843","Timbangan Duduk","4D","0819-2819","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"844","Kereta Api Mainan","4D","0820-2820","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"845","Susu Milk","4D","0821-2821","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"846","Halaman Rumah","4D","0822-2822","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"847","Formulir Asuransi","4D","0823-2823","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"848","Surat Express","4D","0824-2824","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"849","Gigi","4D","0825-2825","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"850","Buku Harian (Diary)","4D","0826-2826","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"851","Lilin Kuning","4D","0827-2827","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"852","Tas Tangan","4D","0828-2828","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"853","Kembang Gula","4D","0829-2829","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"854","Buku Cerita Percintaan","4D","0830-2830","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"855","Pisau Deres","4D","0831-2831","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"856","Buah Apel","4D","0832-2832","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"857","Buku Latihan","4D","0833-2833","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"858","Mata Uang Logam","4D","0834-2834","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"859","Spoid (Suntikan)","4D","0835-2835","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"860","Meja Sembahyang Ganjil","4D","0836-2836","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"861","Pintu","4D","0837-2837","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"862","Sisir","4D","0838-2838","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"863","Rumah Tembok","4D","0839-2839","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"864","Dot","4D","0842-2842","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"865","Surfer (Sky Air)","4D","0843-2843","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"866","Kayu Bakar","4D","0844-2844","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"867","Sidik Jari","4D","0845-2845","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"868","Sawah","4D","0846-2846","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"869","Antena Mobil","4D","0847-2847","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"870","Sekoci","4D","0848-2848","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"871","Patung","4D","0849-2849","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"872","Medali","4D","0850-2850","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"873","Benang","4D","0851-2851","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"874","Gunting","4D","0852-2852","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"875","Krim Muka","4D","0853-2853","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"876","Limau Cina","4D","0854-2854","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"877","Selang Penyiram","4D","0855-2855","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"878","Baju Pelampung","4D","0856-2856","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"879","Bibir","4D","0857-2857","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"880","Lift","4D","0858-2858","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"881","Meja Tulis","4D","0859-2859","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"882","Laporan Kematian","4D","0860-2860","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"883","Pakaian Seragam","4D","0861-2861","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"884","Anak Panah","4D","0862-2862","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"885","Keranjang Bunga","4D","0863-2863","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"886","Mobil","4D","0864-2864","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"887","Selang Karet","4D","0865-2865","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"888","Kotak Makanan","4D","0866-2866","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"889","Penis","4D","0867-2867","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"890","Perut","4D","0868-2868","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"891","Arang Membara","4D","0869-2869","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"892","Batu Giok","4D","0871-2871","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"893","Piringan Hitam","4D","0872-2872","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"894","Gitar Cina","4D","0873-2873","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"895","Kaos Tangan","4D","0874-2874","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"896","Kulit Buaya","4D","0875-2875","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"897","Akte Kelahiran","4D","0877-2877","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"898","Gendang","4D","0878-2878","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"899","Mobil Balap","4D","0879-2879","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"900","Bulu Dada","4D","0880-2880","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"901","Bulu Mata","4D","0881-2881","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"902","Makanan Tiruan","4D","0883-2883","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"903","Jarum Jahit","4D","0884-2884","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"904","Tikar Lantai","4D","0885-2885","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"905","Uang Kertas Lama","4D","0886-2886","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"906","Kran Umum","4D","0887-2887","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"907","Botol Minuman","4D","0890-2890","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"908","Mobil Palsu","4D","0891-2891","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"909","Timba","4D","0892-2892","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"910","Batu Kecil","4D","0893-2893","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"911","Telur Ikan","4D","0895-2895","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"912","Meja","4D","0896-2896","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"913","Meja Pimpong","4D","0897-2897","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"914","Botol Obat","4D","0898-2898","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"915","Lembaran Karet","4D","0899-2899","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"916","Amplas","4D","0900-2900","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"917","Salib","4D","0901-2901","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"918","Tali","4D","0902-2902","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"919","Paru-Paru","4D","0903-2903","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"920","Cap Jari","4D","0904-2904","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"921","Giok Imitasi","4D","0907-2907","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"922","Bulu Kaiki","4D","0908-2908","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"923","Telpon Umum","4D","0909-2909","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"924","Kantung Kopi","4D","0910-2910","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"925","Jaring (Jala)","4D","0912-2912","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"926","Mentega","4D","0913-2913","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"927","Sepatu Pelajar","4D","0914-2914","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"928","Tusuk Gigi","4D","0915-2915","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"929","Lampu Otomatis","4D","0916-2916","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"930","Kompor Minyak","4D","0919-2919","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"931","Ketiak","4D","0920-2920","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"932","Tempat Tusuk Gigi","4D","0921-2921","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"933","Botol Banyak","4D","0923-2923","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"934","Pohon Natal","4D","0924-2924","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"935","Kuda Besi","4D","0925-2925","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"936","Hadiah","4D","0926-2926","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"937","Cangkir Sembahyang","4D","0927-2927","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"938","Mesin Potong Rumput","4D","0929-2929","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"939","Kaleng Timah","4D","0930-2930","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"940","Shampo","4D","0931-2931","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"941","Bintil Dimulut","4D","0932-2932","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"942","Ranjang Kanvas","4D","0934-2934","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"943","Cap Perusahaan (Stempel)","4D","0935-2935","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"944","Buku Astrologi","4D","0936-2936","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"945","Lampu Gas","4D","0937-2937","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"946","Jari Tangan","4D","0940-2940","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"947","Botol Susu Bayi","4D","0941-2941","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"948","Lampu Meja","4D","0942-2942","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"949","Pentas","4D","0943-2943","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"950","Kuas","4D","0945-2945","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"951","Rekening Air","4D","0946-2946","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"952","Durian","4D","0947-2947","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"953","Sepeda Sport","4D","0948-2948","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"954","Tangga Ganjil","4D","0949-2949","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"955","Kotak Kertas","4D","0952-2952","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"956","Bom Atom","4D","0953-2953","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"957","Bulan","4D","0954-2954","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"958","Punggung","4D","0955-2955","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"959","Tas Kulit Macan","4D","0957-2957","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"960","Tangga Batu","4D","0958-2958","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"961","Kartu Magic","4D","0959-2959","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"962","Tulang Pinggul","4D","0960-2960","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"963","Mobil Derek","4D","0961-2961","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"964","Restaurant","4D","0963-2963","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"965","Pohon Manggis","4D","0964-2964","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"966","Daging","4D","0965-2965","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"967","Lilin","4D","0966-2966","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"968","Tinta","4D","0967-2967","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"969","Jam Tangan Baterai","4D","0969-2969","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"970","Pemotong Tiket","4D","0970-2970","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"971","Kumis","4D","0971-2971","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"972","Sayuran","4D","0972-2972","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"973","Lilin Ulang Tahun","4D","0973-2973","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"974","Lampu Gas","4D","0975-2975","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"975","Kartu Wisata","4D","0976-2976","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"976","Hadiah Buku Harian","4D","0977-2977","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"977","Yodium","4D","0978-2978","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"978","Gelang Giok","4D","0979-2979","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"979","Keriput","4D","0981-2981","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"980","Gunting Rambut","4D","0982-2982","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"981","Kuku","4D","0983-2983","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"982","Jepitan Rambut","4D","0984-2984","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"983","Kotak Karet","4D","0985-2985","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"984","Buah Buahan","4D","0987-2987","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"985","Kepingan Kayu","4D","0988-2988","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"986","Kereta Sampah","4D","0989-2989","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"987","Mobil Mainan","4D","0990-2990","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"988","Jalan Raya","4D","0991-2991","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"989","Periuk Obat","4D","0993-2993","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"990","Hiasan Mobil","4D","0994-2994","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"991","Kaki","4D","0995-2995","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"992","Cakar Macan","4D","0996-2996","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"993","Surat Cinta","4D","0997-2997","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"994","Lentera (Pelita)","4D","0999-2999","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"995","Manggis","4D","1000-7000","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"996","Kipas","4D","1001-7001","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"997","Hot Dog","4D","1002-7002","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"998","Blue Lotion","4D","1003-7003","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"999","Telegram","4D","1005-7005","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1000","Surat Asing","4D","1006-7006","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1001","Sepatu Dewasa","4D","1007-7007","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1002","Bola Polo","4D","1008-7008","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1003","Mesin Test","4D","1009-7009","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1004","Peti Uang (Brankas)","4D","1011-7011","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1005","Saluran Air","4D","1012-7012","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1006","Perut","4D","1013-7013","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1007","Kacang Kalengan","4D","1014-7014","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1008","Wig","4D","1015-7015","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1009","Bola Pingpong","4D","1017-7017","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1010","Ginseng Korea","4D","1018-7018","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1011","Ruang Tamu","4D","1019-7019","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1012","Mulut","4D","1020-7020","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1013","Jala Nyamuk","4D","1021-7021","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1014","Antena Tv","4D","1023-7023","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1015","Lisensi Palsu","4D","1024-7024","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1016","Arak Kalengan","4D","1025-7025","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1017","Pemadam Api","4D","1026-7026","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1018","Rantai Kaki","4D","1027-7027","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1019","Monumen","4D","1029-7029","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1020","Dahi","4D","1030-7030","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1021","Tissue Wc","4D","1031-7031","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1022","Kulit Kayu","4D","1032-7032","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1023","Karung","4D","1033-7033","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1024","Kunci","4D","1035-7035","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1025","Mainan Kapal Terbang","4D","1036-7036","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1026","Usus Besar","4D","1037-7037","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1027","Stetoskop","4D","1038-7038","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1028","Teh","4D","1040-7040","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1029","Pompa Air","4D","1041-7041","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1030","Lengan","4D","1042-7042","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1031","Jackpot Palsu","4D","1043-7043","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1032","Tong Gas","4D","1044-7044","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1033","Pohon Pisang","4D","1046-7046","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1034","Roda","4D","1047-7047","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1035","Tudung Saji","4D","1048-7048","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1036","Pakaian Renang","4D","1049-7049","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1037","Antenna Otomatis","4D","1050-7050","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1038","Pinggang","4D","1053-7053","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1039","Raket","4D","1054-7054","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1040","Buku Mimpi","4D","1055-7055","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1041","Pinggang","4D","1056-7056","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1042","Kloka","4D","1058-7058","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1043","Paspor Palsu","4D","1059-7059","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1044","Tinta","4D","1060-7060","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1045","Gembor (Alat Penyiram Tanaman)","4D","1061-7061","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1046","Emas Lantakan","4D","1063-7063","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1047","Biskuit Kalengan","4D","1064-7064","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1048","Cermin","4D","1065-7065","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1049","Ambulance","4D","1066-7066","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1050","Penggaris Mistar","4D","1067-7067","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1051","Buku Telpon","4D","1069-7069","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1052","Paha","4D","1070-7070","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1053","Serbuk Deterjen","4D","1071-7071","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1054","Pen Warna","4D","1072-7072","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1055","Angin Tornado","4D","1073-7073","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1056","Telinga","4D","1075-7075","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1057","Kaleng Minyak Tanah","4D","1076-7076","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1058","Kapas","4D","1077-7077","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1059","Pistol Palsu","4D","1078-7078","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1060","Bedak Wangi","4D","1079-7079","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
